area,rot-categorization,rot-moral-foundations,rot-judgment,action-moral-judgment,action-legal,label,action_ukr,action_en
amitheasshole,morality-ethics|advice,care-harm|loyalty-betrayal,You should,0.0,legal,1,"поважати зобов'язання, які ти взяв на себе перед близькими людьми;",respecting the commitments you've made with people close to you.
amitheasshole,morality-ethics,care-harm,should,1.0,legal,2,поважаючи почуття вашого партнера.,respecting the feelings of your partner.
amitheasshole,morality-ethics|social-norms,care-harm|authority-subversion,A parent should,0.0,legal,1,поважаючи приватність своєї дитини;,respecting their child's privacy.
rocstories,advice,care-harm,It's good,1.0,legal,2,"поважати диких тварин, не втручаючись у їхнє життя.",respecting wild animals by leaving them alone.
confessions,morality-ethics,care-harm,It is kind,1.0,legal,2,поважати свого колишнього,respecting your ex.
amitheasshole,social-norms,care-harm|fairness-cheating,it's important,1.0,legal,2,"поважати час своїх друзів і не завжди очікувати, що вони покинуть усі справи, щоб допомогти тобі.",respecting your friends' time and not always expect them to drop everything to help you.
dearabby,social-norms,care-harm,is polite,1.0,legal,2,поважаючи ваших гостей.,respecting your guests.
dearabby,social-norms,care-harm,You should,0.0,legal,1,Поважаючи останню волю ваших батьків,respecting your parents final wishes
amitheasshole,morality-ethics,care-harm,should,2.0,legal,2,повага до тіла вашого партнера.,respecting your partner's body.
amitheasshole,morality-ethics|social-norms,care-harm,expected,0.0,legal,1,поважати почуття свого партнера.,respecting your partner's feelings.
amitheasshole,advice,care-harm,You should,0.0,legal,1,поважати інтереси своєї другої половинки;,respecting your significant other's interests.
rocstories,advice,care-harm,should,2.0,legal,2,поважати себе.,respecting yourself.
amitheasshole,social-norms,care-harm,expected,1.0,legal,2,"відповідати друзям, коли вони виходять на зв'язок.",responding to friends when they contact you.
dearabby,social-norms|advice,care-harm,It's acceptable,0.0,legal,1,реагуючи на власні думки та почуття.,responding to your own opinions and feelings.
amitheasshole,social-norms,care-harm,it's expected,0.0,legal,1,Відповідаючи на текстові повідомлення вашого партнера.,responding to your partner's text messages.
amitheasshole,morality-ethics,care-harm,It's good,1.0,legal,2,"стримування свого гніву, коли хочеться накинутися на когось із лайкою.",restraining your anger when you want to lash out at someone.
amitheasshole,morality-ethics|social-norms,care-harm|fairness-cheating,It's expected,0.0,legal,1,повернення позиченого,returning things you borrow.
amitheasshole,morality-ethics,care-harm|loyalty-betrayal,shouldn't,-2.0,illegal,0,розголошення конфіденційної медичної інформації іншим особам.,revealing sensitive medical information to others.
rocstories,advice,care-harm,It's good,1.0,legal,2,винагородження когось за їхні зусилля.,rewarding someone for their effort.
rocstories,social-norms,care-harm,It is kind,1.0,legal,2,винагорода когось подарунком.,rewarding someone with a gift.
amitheasshole,social-norms,care-harm,It is wrong,-1.0,legal,0,висміювання чиїхось харчових звичок.,ridiculing someone's eating habits.
rocstories,morality-ethics,care-harm|authority-subversion,It's wrong,-1.0,illegal,0,пограбування банку і нав'язування грошей своїй дитині.,robbing a bank and foisting the money on your child.
rocstories,morality-ethics,care-harm,it's wrong,-2.0,illegal,0,грабувати людей і погрожувати їм зброєю;,robbing people and threaten them with a weapon
confessions,advice,care-harm,it's wrong,-1.0,legal,0,романтизація нездорових стосунків.,romanticizing unhealthy relationships.
amitheasshole,social-norms|advice,care-harm,it's normal,0.0,legal,1,Співмешканці час від часу діють один одному на нерви.,roommates getting on each other's nerves from time to time.
