area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It's good,showing concern when your sister is having problems.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,should,showing forgiveness and grace  when people make mistakes in relationships,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,it's wrong,showing hatred to another person.,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|sanctity-degradation,it's wrong,showing inappropriate photos to others.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,It's nice,showing interest in the friends of a person who likes you.,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,showing one's feelings for your partner.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,should,showing others how to make their own so they're not dependent.,0.0,legal,1
rocstories,4.0,social-norms,care-harm,Children are expected,showing parents their injuries.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's wrong,showing people a picture of someone if they don't want you to.,-2.0,legal,0
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,It's nice,showing people that you miss them.,0.0,legal,1
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is good,showing respect for causes you believe in.,1.0,legal,2
amitheasshole,3.0,morality-ethics|social-norms,care-harm,expected,showing respect to those who are differently abled.,0.0,legal,1
amitheasshole,3.0,morality-ethics|advice,care-harm|authority-subversion,You should,showing respect to your parents as much as you can.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,expected,showing reverence at a funeral home.,0.0,legal,1
rocstories,4.0,advice,care-harm,It is kind,showing somebody the way home,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,It's good,showing someone that you care.,1.0,legal,2
dearabby,3.0,social-norms|advice,care-harm,it's good,showing support for a child who isn't feeling well.,1.0,legal,2
amitheasshole,3.0,morality-ethics|description,care-harm|fairness-cheating,It's good,showing support for groups fighting for equality.,1.0,legal,2
confessions,3.0,advice,care-harm,It's expected,showing sympathy when somebody dies,0.0,legal,1
confessions,3.0,social-norms,care-harm,it's good,showing thanks,1.0,legal,2
confessions,3.0,social-norms,care-harm,It is good,showing thanks.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,it's rude,showing up late.,-1.0,legal,0
confessions,3.0,,care-harm,shouldn't,showing your dick to your blood relations.,-2.0,illegal,0
rocstories,3.0,advice|description,care-harm,It's natural,showing your emotions when you truly mean it.,0.0,legal,1
rocstories,4.0,morality-ethics|advice,care-harm,It is good,showing your family that you love them,1.0,legal,2
rocstories,4.0,description,care-harm,It is normal,showing your love on valentine's Day.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,good,showing your love to your significant other,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is good,showing your loved ones that you care,2.0,legal,2
dearabby,4.0,advice,care-harm|loyalty-betrayal,It's good,showing your respect for others.,1.0,legal,2
rocstories,4.0,advice,care-harm,it is good,showing your significant other that you love them,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,It is nice,showing your support for people.,1.0,legal,2
amitheasshole,3.0,advice,care-harm|fairness-cheating,it's rude,shunning your loved ones,-1.0,legal,0
dearabby,3.0,morality-ethics,care-harm|fairness-cheating,It's rude,shutting other people out.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,shouldn't,shutting up your friends.,-1.0,legal,0
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,It's expected,siblings helping each other out,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's expected,siblings not doing things that will hurt each other.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm|loyalty-betrayal,expected,siblings speaking to each other in a civil manner.,0.0,legal,1
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,expected,siblings treating each other with kindness.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm,should,significant other taking care of you if you are pregnant.,1.0,legal,2
rocstories,4.0,advice,care-harm,it's OK,signing off when you're hungry.,0.0,legal,1
rocstories,3.0,advice,care-harm,it is helpful,simply being present for someone when they're having a bad day,1.0,legal,2
rocstories,3.0,advice,care-harm,good,singing if you like to do it.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's good,singing with others since it makes people joyful.,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm,It's understandable,single parents being cautious about introducing a new love interest to their children.,0.0,legal,1
confessions,4.0,advice,care-harm,It's bad,sitting around doing nothing all day.,-1.0,legal,0
rocstories,4.0,social-norms|advice,care-harm,It is ok,sitting down and taking a break when you feel sick.,1.0,legal,2
rocstories,3.0,social-norms,care-harm,it is standard,sitting down before a serious discussion,0.0,legal,1
rocstories,3.0,social-norms,care-harm,rude,sitting on people's arm.,-1.0,legal,0
rocstories,3.0,advice,care-harm,bad,skipping meals.,-1.0,legal,0
rocstories,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,shouldn't,sleeping all day long even though it's being lazy.,-1.0,legal,0
confessions,3.0,advice,care-harm,It is not healthy,sleeping all day.,-1.0,legal,0
confessions,3.0,morality-ethics|social-norms,care-harm,You shouldn't,sleeping around with random people.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,It is acceptable,sleeping in occasionally when you have no obligations.,0.0,legal,1
confessions,3.0,advice,care-harm,shouldn't,sleeping so soon after eating,-1.0,legal,0
confessions,4.0,social-norms,care-harm,It's fine,sleeping with a light on when it gives you comfort.,0.0,legal,1
amitheasshole,3.0,morality-ethics|advice,care-harm|loyalty-betrayal,You shouldn't,sleeping with people that your family member is interested in.,-1.0,legal,0
amitheasshole,3.0,morality-ethics|social-norms,care-harm|sanctity-degradation,You shouldn't,sleeping with someone on the first date.,-1.0,legal,0
confessions,3.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's fine,sleeping with someone.,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,It's wrong,sleeping with the wrong person.,-1.0,legal,0
confessions,4.0,advice,care-harm,good,sleeping with things that bring you comfort.,1.0,legal,2
confessions,3.0,advice,care-harm,It's okay,sleeping with your baby blanket every night when you're an adult if it brings you comfort.,0.0,legal,1
confessions,4.0,description,care-harm,It's okay,"slinking away from a horrible event when you're scared you'll get hurt, too.",0.0,legal,1
rocstories,3.0,social-norms,care-harm,encouraged,slowing down to avoid inadvertently hurting people,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,It's understandable,small children still learning to regulate their emotions and deal with disappointment in acceptable ways.,0.0,legal,1
confessions,4.0,description,care-harm,You shouldn't,smelling things that make you want to puke.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm|sanctity-degradation,it's good,smiling and being friendly with people.,1.0,legal,2
confessions,3.0,advice,care-harm,bad,smoking a lot.,-1.0,legal,0
amitheasshole,4.0,advice|description,care-harm,unhealthy,smoking and drinking,-2.0,tolerated,0
amitheasshole,3.0,social-norms,care-harm|sanctity-degradation,It is rude,smoking around nonsmokers,-1.0,tolerated,0
confessions,3.0,advice,care-harm,You shouldn't,smoking because it's bad for you.,-1.0,legal,0
rocstories,3.0,advice,care-harm,You shouldn't,smoking cigarettes,-1.0,legal,0
rocstories,4.0,advice,care-harm,It's bad,smoking cigarettes.,-1.0,legal,0
rocstories,3.0,social-norms,care-harm|fairness-cheating,it's rude,smoking in public.,-1.0,tolerated,0
confessions,3.0,morality-ethics|advice,care-harm,It's wrong,smoking in the bathroom at school.,-1.0,illegal,0
amitheasshole,3.0,advice,care-harm,It's bad,smoking inside.,-1.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm,it's rude,smoking where other people have to breathe it in.,-1.0,tolerated,0
confessions,3.0,advice|description,care-harm,It's bad,smoking.,-1.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm,It is wrong,snapping at people.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's rude,snapping at your family.,-1.0,legal,0
rocstories,3.0,morality-ethics|advice,care-harm|authority-subversion,shouldn't,sneaking out of your house.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,shouldn't,snooping around in your ex's life.,-1.0,legal,0
dearabby,3.0,morality-ethics|advice,care-harm|loyalty-betrayal,You shouldn't,snooping around your partner's things.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm|loyalty-betrayal,It's wrong,snooping thru someone else's phone.,-2.0,tolerated,0
dearabby,4.0,description,care-harm|authority-subversion,It's nice,solving dilemmas.,1.0,legal,2
confessions,3.0,advice|description,care-harm,It's expected,some people feeling uncomfortable around people with disabilities.,0.0,legal,1
confessions,3.0,description,care-harm,unfortunate,someone deciding to end their own life.,-2.0,legal,0
amitheasshole,3.0,social-norms,care-harm|loyalty-betrayal,it's acceptable,someone in the hospital expecting you to visit.,0.0,legal,1
dearabby,3.0,social-norms,care-harm|authority-subversion,It's expected,someone informing you when your family visits.,0.0,legal,1
confessions,4.0,description,care-harm,It's sad,someone succumbing to drug addiction.,-2.0,illegal,0
rocstories,3.0,social-norms|description,care-harm,It's understandable,sometime's appreciating things we know we shouldn't,0.0,legal,1
rocstories,3.0,description,care-harm,It's normal,sometimes being unhappy with your job,0.0,legal,1
confessions,3.0,description,care-harm|authority-subversion,it's understandable,sometimes doing things to your parents that you wouldn't do to others,0.0,legal,1
confessions,3.0,social-norms|description,care-harm|authority-subversion,It's understandable,sometimes feeling like they don't want to be parents.,0.0,legal,1
amitheasshole,3.0,description,care-harm,it's understandable,"sometimes having personal conflicts, even with relatives.",0.0,legal,1
amitheasshole,4.0,social-norms|description,care-harm|loyalty-betrayal,it's understandable,sometimes not wanting others in our living space.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm|fairness-cheating,understandable,sometimes not wanting to be inconvenienced by other people.,0.0,legal,1
confessions,3.0,social-norms|description,care-harm,It's understandable,sometimes people disagreeing with the opinions of the majority of their society about what makes someone beautiful.,0.0,legal,1
dearabby,3.0,description,care-harm,It's understandable,sometimes people keeping a close relationship with their in-laws.,0.0,legal,1
dearabby,3.0,morality-ethics|description,care-harm,It's understandable,"sometimes people thinking something is cool, even though it's not healthy for them.",0.0,legal,1
amitheasshole,4.0,description,care-harm,it's okay,"sometimes telling people the truth, even if it hurts them",0.0,legal,1
amitheasshole,3.0,morality-ethics|description,care-harm,It's understandable,"sometimes, another person's choices negatively impacting us.",0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm,it's good,soothing someone that is scared,1.0,legal,2
rocstories,4.0,advice,care-harm,it's good,soothing your throat with lemon when it's sore.,1.0,legal,2
dearabby,3.0,social-norms,care-harm|authority-subversion,It is good,sorting through family issues.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,you should,spacing food out if it's sweet and unhealthy so you don't eat it all at once.,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,It's bad,spamming your online customers with annoying videos and pop-up ads.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal,shouldn't,speaking ill of your siblings.,-1.0,legal,0
confessions,3.0,social-norms,care-harm,It's rude,speaking to people like an asshole.,-1.0,legal,0
confessions,3.0,advice,care-harm,it is good,speaking up for yourself.,1.0,legal,2
amitheasshole,3.0,social-norms,care-harm,It is okay,speaking up if someone puts you in danger.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It is okay,speaking up if you are concerned about a friend.,0.0,legal,1
confessions,3.0,social-norms|advice,care-harm|loyalty-betrayal,It is good,speaking up when a family member is being disrespectful to your grandma.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It's okay,speaking up when others are negatively impacting you.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It is okay,speaking up when something makes you uncomfortable.,0.0,legal,1
confessions,3.0,advice,care-harm,it's expected,speaking with the doctor to learn how to better manage your health,0.0,legal,1
dearabby,3.0,advice,care-harm|loyalty-betrayal,should,speaking with your partner when something they are doing bothers you,0.0,legal,1
dearabby,3.0,advice,care-harm,It's good,speaking your mind to your doctor.,1.0,legal,2
rocstories,4.0,advice,care-harm,it's good,speaking your mind.,1.0,legal,2
confessions,3.0,advice|description,care-harm,It is uncomfortable,spending Thanksgiving in a mental hospital.,-1.0,legal,0
