area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,It's good,wanting to take care of your pets.,1.0,legal,2,бажаючи дбати про своїх домашніх тварин.
rocstories,4.0,morality-ethics|advice,care-harm|fairness-cheating,It's good,wanting to work toward a goal.,1.0,legal,2,бажання працювати заради досягнення мети.
amitheasshole,4.0,social-norms,care-harm,It's understandable,wanting tranquility while one works.,0.0,legal,1,бажання спокою під час роботи.
dearabby,4.0,morality-ethics,care-harm,It's good,wanting what is best for children.,1.0,legal,2,бажання найкращого для дітей.
dearabby,4.0,morality-ethics,care-harm,It's good,wanting what is best for others,1.0,legal,2,бажання найкращого для інших
dearabby,4.0,morality-ethics|social-norms,care-harm|fairness-cheating|loyalty-betrayal,It's good,wanting what is best for your child.,1.0,legal,2,бажання найкращого для своєї дитини.
rocstories,4.0,morality-ethics,care-harm,It's good,wanting your animals to be healthy.,1.0,legal,2,"бажання, щоб ваші тварини були здоровими."
amitheasshole,4.0,description,care-harm|authority-subversion,It's understandable,wanting your child to have a father figure.,0.0,legal,1,"бажання, щоб у твоєї дитини був батьківський приклад."
confessions,4.0,description,care-harm,It's okay,wanting your dog to be alive.,0.0,legal,1,"бажання, щоб твій собака був живий."
amitheasshole,4.0,morality-ethics,care-harm,understandable,wanting your parents to apologize first if they are wrong.,-2.0,legal,0,"хотіти, щоб батьки першими вибачились, якщо вони неправі."
confessions,4.0,description,care-harm,is good,wanting your parents to be proud of you.,0.0,legal,1,"бажання, щоб батьки пишалися тобою."
amitheasshole,4.0,morality-ethics,care-harm,okay,wanting your partner to stay out of legal trouble.,0.0,legal,1,"бажання, щоб ваш партнер не мав проблем із законом."
amitheasshole,4.0,advice,care-harm,It's good,wanting your partner to tell you their plans.,0.0,legal,1,"бажання, щоб партнер повідомляв тобі про свої плани."
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's understandable,wanting your significant other to have healthy habits.,0.0,legal,1,"бажання, щоб ваша друга половинка мала здорові звички."
amitheasshole,4.0,description,care-harm,It's understandable,wanting your significant other to stay healthy.,1.0,legal,2,"бажання, щоб твоя друга половинка залишалася здоровою."
amitheasshole,4.0,advice,care-harm,It's good,warning people of abuse.,1.0,legal,2,застереження людей про насильство (жорстоке поводження)
rocstories,4.0,advice,care-harm,You should,washing the chlorine out of your hair after swimming.,0.0,legal,1,змивання хлору з волосся після плавання.
rocstories,4.0,social-norms|description,care-harm,You should,washing your child's things.,1.0,legal,2,прання речей вашої дитини.
confessions,4.0,morality-ethics,care-harm,it's rude,watching YouTube channels just to bully children.,-1.0,tolerated,0,"дивитися YouTube-канали виключно для того, щоб цькувати дітей."
dearabby,4.0,description,care-harm,It is hard,watching a parent die.,0.0,legal,1,спостерігати за смертю батька/матері.
dearabby,4.0,advice,care-harm,it's important,watching animals around babies,0.0,legal,1,спостереження за тваринами поруч із немовлятами
confessions,4.0,advice,care-harm,It is good,watching movies.,1.0,legal,2,перегляд фільмів.
amitheasshole,4.0,morality-ethics|advice,care-harm,it's good,"watching out for a child's safety, even if it ruins their fun.",0.0,legal,1,"стежити за безпекою дитини, навіть якщо це псує їхні розваги."
dearabby,4.0,morality-ethics,care-harm,You should,watching out for children,0.0,legal,1,дбати про дітей
confessions,4.0,morality-ethics|social-norms,care-harm,It's wrong,watching porn with kids.,-2.0,illegal,0,перегляд порнографії з дітьми.
rocstories,4.0,advice,care-harm,You should always,watching the road carefully when driving.,0.0,legal,1,уважно спостерігаючи за дорогою під час керування автомобілем.
rocstories,4.0,morality-ethics,care-harm,it's expected,watching their pets so they don't eat strange things and get sick.,0.0,legal,1,"спостереження за своїми домашніми улюбленцями, щоб вони не їли дивні речі й не захворіли."
amitheasshole,4.0,advice,care-harm,You should,watching where you are going.,1.0,legal,2,дивитися куди йдеш.
amitheasshole,4.0,advice,care-harm,It is important,watching your finances.,1.0,legal,2,слідкуючи за своїми фінансами.
confessions,4.0,description,care-harm|authority-subversion,it's very unpleasant,waterboarding someone,-2.0,tolerated,0,утоплення людини
dearabby,4.0,description,care-harm,It's important,watering your plants.,0.0,legal,1,поливання ваших рослин.
rocstories,4.0,advice,care-harm|authority-subversion,it's important,wearing a helmet while riding a bike.,1.0,legal,2,носіння шолому під час їзди на велосипеді.
rocstories,4.0,social-norms|advice,care-harm,You should,wearing a seatbelt when riding in a car.,0.0,legal,1,користуватися ременем безпеки під час їзди в автомобілі.
rocstories,4.0,advice,care-harm,it's good,wearing proper reflective clothing when running.,1.0,legal,2,носити відповідний світловідбивний одяг під час бігу.
