area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,4.0,social-norms,care-harm,don't have to,staying in a friendship that no longer works for you,0.0,,1
amitheasshole,4.0,social-norms|advice,care-harm|authority-subversion,You don't have to,staying in a job that's causing you problems.,0.0,legal,1
confessions,4.0,advice,care-harm,It's bad to,staying in bed all day.,-1.0,legal,0
rocstories,4.0,advice,care-harm,it is smart,staying inside when the temperatures outside are too high.,1.0,legal,2
rocstories,4.0,advice,care-harm,responsible,staying on top of health issues,1.0,legal,2
amitheasshole,4.0,advice,care-harm,It is not healthy,staying up all night.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm,it's okay,staying up late when it doesn't impair your ability to get home,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm,it's bad,staying with someone who is abusive.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It is wrong,stealing even if you get away with it.,-2.0,illegal,0
rocstories,4.0,morality-ethics,care-harm|fairness-cheating,It is unacceptable,stealing food off a coworkers desk.,-2.0,tolerated,0
confessions,4.0,morality-ethics,care-harm|fairness-cheating,wrong,stealing from a business.,-1.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's wrong,stealing from other people.,-1.0,illegal,0
rocstories,4.0,social-norms,care-harm,it's rude,stealing someone else's shoes,-1.0,illegal,0
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,stealing someone's identity.,-2.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You shouldn't,stealing someone's medication.,-1.0,illegal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It is wrong,stealing things that aren't yours.,-2.0,illegal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's bad,stealing your employee's wages.,-1.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm,It's bad,stepping on another person.,-1.0,legal,0
rocstories,4.0,advice,care-harm|authority-subversion,It's good,stepping out of your comfort zone trying new things.,1.0,legal,2
amitheasshole,4.0,description,care-harm,shows character,stepping up to an unforeseen challenge.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm|authority-subversion,It is good,sticking to a budget.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It's okay,stop talking with people if we no longer enjoy speaking with them.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,should never,stopping caring about people,-1.0,legal,0
rocstories,4.0,advice,care-harm|fairness-cheating,You should,stopping gambling when you're feeling lucky when you don't want to lose it all.,1.0,legal,2
amitheasshole,4.0,morality-ethics|advice,care-harm,You should never,stopping or harming something simply because of gender.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's not okay,stopping people from doing what they enjoy.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,Should,stopping to offer assistance to people in times of need.,2.0,legal,2
rocstories,4.0,morality-ethics,care-harm,you should,stopping when there's an animal in the road,1.0,legal,2
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's wrong,strangling a person.,-1.0,illegal,0
dearabby,4.0,morality-ethics|social-norms,care-harm|authority-subversion,should,striving to act as a good role model for your children,1.0,legal,2
confessions,4.0,description,care-harm,People should,striving to contribute positive energy to the people in their lives.,2.0,legal,2
rocstories,4.0,advice,care-harm,it is important,studying hard when you are not prepared for an exam,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,should,studying to improve your grades.,0.0,legal,1
confessions,4.0,advice|description,care-harm|sanctity-degradation,It's rude,subjecting others to your kinks without their permission.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,should,supporting a coworker if they are going through marital issues.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,it's expected,supporting a parent that has cancer.,2.0,legal,2
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's okay,supporting a team that you like.,0.0,legal,1
amitheasshole,4.0,morality-ethics|advice,care-harm,It's good,supporting charities,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,expected to,supporting each other.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,you should,supporting family in times of need.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,it is good,supporting family when someone dies,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's good,supporting injured family members.,1.0,legal,2
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's good,supporting people on their wedding day,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,should,supporting people with mental disabilities.,0.0,legal,1
dearabby,4.0,social-norms,care-harm,it's expected,supporting people you know,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm,should,supporting someone who is doing their best.,1.0,legal,2
rocstories,4.0,morality-ethics|advice,care-harm|fairness-cheating,It's good,supporting the rights of others.,1.0,legal,2
dearabby,4.0,advice,care-harm,it's good,supporting the value of literacy,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,It is good,supporting your children,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It's good,supporting your children's hopes and educational goals.,2.0,legal,2
confessions,4.0,morality-ethics,care-harm,It is good,supporting your family.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's good,supporting your friends.,1.0,legal,2
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,It's expected,supporting your kids when they are getting married.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's expected,supporting your loved one,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,is expected,supporting your spouse.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,good,supporting your teammates when you play sports together.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It is offensive,swearing at others.,-2.0,legal,0
confessions,4.0,advice,care-harm,it's fine,switching careers because you don't like your job.,0.0,legal,1
amitheasshole,4.0,morality-ethics|advice,care-harm,You should,take caring of your baby when it's sick.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,It's okay,taking a break from working sometimes.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,It is ok,taking a day off when it is not a habit.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It's ok to,taking a day to yourself.,0.0,legal,1
confessions,4.0,social-norms,care-harm,it's normal,taking a dump.,0.0,legal,1
confessions,4.0,description,care-harm,it's okay,taking a long time to get over something,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,should,taking a pet bird to a sanctuary when you find one,2.0,legal,2
confessions,4.0,morality-ethics,care-harm,it's important,taking a positive attitude toward yourself.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm|fairness-cheating,It's good,taking a vacation from work now and then,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's good,taking action against those who harm others.,2.0,legal,2
rocstories,4.0,advice,care-harm,You should,taking action immediately when you get a call for help.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,It's good,taking action to keep yourself safe.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,it's good,taking action to uphold the law.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's morally reprehensible,taking advantage of a child sexually,-2.0,illegal,0
dearabby,4.0,social-norms|advice,care-harm|authority-subversion,It's good,taking advantage of a store's open book policy when you enjoy reading.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,You shouldn't,taking advantage of mentally ill people.,-1.0,tolerated,0
confessions,4.0,morality-ethics,care-harm,You shouldn't,taking advantage of naive young people,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,taking advantage of others.,-2.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,taking advantage of people.,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's rude,taking advantage of someone for your benefit,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm|authority-subversion,it's wrong,taking advantage of someone much younger than you.,-2.0,tolerated,0
dearabby,4.0,social-norms|advice,care-harm|loyalty-betrayal,shouldn't,taking advantage of your family members,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,shouldn't,taking advantage of your family.,-2.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's selfish,taking all of something and leave none for others.,-1.0,legal,0
confessions,4.0,social-norms,care-harm|sanctity-degradation,It's encouraged,taking an active interest in personal hygiene.,1.0,legal,2
dearabby,4.0,advice,care-harm|loyalty-betrayal,It's good,taking an interest in others.,1.0,legal,2
dearabby,4.0,advice,care-harm|loyalty-betrayal,you should,taking an interest in your children's education.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It is bad,taking away someone's free will,-2.0,illegal,0
dearabby,4.0,morality-ethics,care-harm|authority-subversion,it is wrong,taking away the rights of others.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,should,taking better care of your family's pets.,1.0,legal,2
rocstories,4.0,advice,care-harm,it's good,taking care and doing nice things for yourself.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It is kind,taking care of an animal who needs it.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,shouldn't,taking care of children if you aren't going to watch them.,-1.0,legal,0
confessions,4.0,social-norms|advice,care-harm|loyalty-betrayal,people should,taking care of dying relatives even if they don't particularly like them.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's expected,taking care of family.,0.0,legal,1
confessions,4.0,advice,care-harm,it's important,taking care of one's mental health.,2.0,legal,2
rocstories,4.0,social-norms|advice,care-harm|authority-subversion,It's expected,taking care of other peoples pets well while pet sitting,2.0,legal,2
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,good,taking care of others when they are sick.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,It's honorable,taking care of pets that have been abandoned.,2.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It is important,taking care of pets.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It is good,taking care of something that you see needs done,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,people should,taking care of their pets.,1.0,legal,2
rocstories,4.0,social-norms,care-harm,People should,taking care of their things,0.0,legal,1
rocstories,4.0,social-norms|description,care-harm,It's expected,taking care of your children,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,it's expected,taking care of your children.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It is expected,taking care of your family.,0.0,legal,1
rocstories,4.0,advice,care-harm,You should,taking care of your hand as soon as you can when you injure it,0.0,legal,1
amitheasshole,4.0,advice,care-harm,should,taking care of your health.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,expected,taking care of your pets,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,should,taking care of your pets so they don't get sick or injured.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm,People are expected,taking care of your pets.,0.0,legal,1
dearabby,4.0,morality-ethics|social-norms|advice,care-harm|authority-subversion,It's good,taking care of your shareholders.,0.0,legal,1
dearabby,4.0,advice,care-harm,It's good,taking care of your teeth,1.0,legal,2
confessions,4.0,advice|description,care-harm|sanctity-degradation,You should,taking care of your teeth so you don't get cavities.,1.0,legal,2
rocstories,4.0,social-norms|advice,care-harm|fairness-cheating,You,taking care of your things.,0.0,legal,1
confessions,4.0,advice,care-harm,should,taking care of yourself,1.0,legal,2
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating,it's good,taking care of yourself by protecting your possessions and resources.,2.0,legal,2
amitheasshole,4.0,social-norms|description,care-harm,It's okay,taking care of yourself.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's good,taking charge of your health.,1.0,legal,2
dearabby,4.0,advice,care-harm,it's bad,taking drugs that can harm your health.,-1.0,tolerated,0
confessions,4.0,advice,care-harm,it's okay,taking each day as it comes,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You should,taking full responsibility for your pet.,0.0,legal,1
rocstories,4.0,social-norms,care-harm,it's expected,taking good care of a child you adopt,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,It's expected,taking good care of your siblings children,0.0,legal,1
confessions,4.0,advice,care-harm,it's okay,taking however much time you need to get over someone's death.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|authority-subversion,It's wrong,taking illegal drugs,-1.0,illegal,0
